# incoherent beam pointings during which the pipeline was not working as expected
# [start, end), i.e. inclusive of start, exlusive of end
2021-09-06 11:39:01, 2021-09-06 11:54:09
2021-09-06 12:11:30, 2021-09-06 12:13:35
2021-09-07 13:32:53, 2021-09-09 15:03:52
2021-09-13 14:08:38, 2021-09-29 16:03:39
2021-10-02 11:39:01, 2021-10-11 14:49:29
